Grenada	GRD	0.91	0.48	2.00	77.13	52.13	100.00	0.95	0.44	2.00	79.79	54.79	100.00	1.02	0.46	2.00	80.95	57.67	100.00	0.92	0.44	2.00	78.84	51.85	99.47	0.89	0.35	2.00	76.38	55.28	97.49	0.88	0.33	3.00	76.70	55.83	98.06	0.41	0.33	3.00	58.25	41.26	78.64	0.39	0.33	3.00	57.00	40.58	78.26	0.38	0.31	3.00	57.49	39.13	78.26	0.39	0.31	3.00	57.69	39.42	77.40	0.39	0.32	3.00	58.29	39.81	80.09	0.52	0.32	3.00	63.51	45.02	86.26	0.36	0.31	3.00	59.24	40.76	72.99	0.49	0.28	3.00	62.56	45.50	78.67	0.43	0.30	3.00	61.14	43.13	75.36	0.77	0.24	3.00	72.38	59.05	92.38	0.79	0.25	4.00	71.90	59.05	92.38	1.02	0.25	4.00	88.57	66.19	98.10	1.01	0.26	4.00	85.71	65.24	97.62	0.99	0.25	4.00	84.76	64.76	96.19	0.96	0.28	4.00	81.90	61.90	96.19
Greenland	GRL	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.52	0.57	1.00	99.53	65.40	100.00	1.65	0.52	1.00	100.00	73.46	100.00	1.94	0.39	2.00	100.00	94.31	100.00	1.93	0.39	2.00	100.00	93.36	100.00	1.93	0.37	2.00	100.00	94.79	100.00	1.92	0.37	2.00	100.00	97.14	100.00	1.94	0.36	2.00	100.00	96.67	100.00	1.97	0.35	2.00	100.00	96.19	100.00	1.92	0.35	2.00	100.00	96.19	100.00	1.94	0.37	2.00	100.00	94.29	100.00	1.90	0.35	2.00	100.00	94.29	100.00
Guatemala	GTM	-1.01	0.37	4.00	17.55	6.91	31.91	-0.67	0.35	4.00	24.47	11.70	41.49	-0.77	0.34	4.00	22.75	11.11	38.62	-0.84	0.30	5.00	21.16	12.70	31.75	-0.78	0.29	5.00	24.62	13.57	36.18	-0.81	0.29	6.00	21.84	12.62	34.47	-0.84	0.28	6.00	22.33	11.17	35.92	-0.74	0.25	7.00	24.64	14.01	33.82	-0.75	0.24	7.00	21.74	13.04	32.85	-0.71	0.25	7.00	22.12	13.46	33.65	-0.93	0.25	7.00	18.96	10.90	27.01	-0.85	0.24	7.00	20.85	12.32	30.33	-0.74	0.24	8.00	23.22	13.74	35.55	-0.63	0.22	8.00	25.12	17.54	37.91	-0.67	0.23	8.00	23.70	17.06	36.49	-0.66	0.20	8.00	23.81	13.81	32.38	-0.66	0.20	8.00	22.86	15.24	34.76	-0.54	0.21	8.00	25.24	15.71	37.62	-0.65	0.22	8.00	23.81	13.81	33.81	-0.53	0.21	8.00	28.57	16.19	40.00	-0.55	0.23	7.00	25.24	14.29	41.43
French Guiana	GUF	0.04	0.61	1.00	49.47	19.15	82.45	0.05	0.58	1.00	47.34	18.62	81.38	0.03	0.60	1.00	46.56	18.52	80.42	0.30	0.52	1.00	56.61	28.04	87.30	0.31	0.41	1.00	56.28	34.17	80.90	0.17	0.43	1.00	52.43	27.67	75.73	0.21	0.45	1.00	54.37	29.13	77.67	0.05	0.36	2.00	47.34	27.05	65.22	0.06	0.33	2.00	44.44	28.02	66.67	0.07	0.33	2.00	47.12	29.33	67.31	0.30	0.33	2.00	53.55	36.49	76.30	0.19	0.30	3.00	52.13	34.60	69.19	0.19	0.29	3.00	54.50	36.49	68.72	0.22	0.27	3.00	53.55	38.39	67.77	0.22	0.28	3.00	55.45	37.91	67.30	0.53	0.24	3.00	62.86	50.48	77.62	0.57	0.24	3.00	63.33	53.81	81.43	0.55	0.24	3.00	64.76	51.43	80.00	0.50	0.25	3.00	63.81	49.05	80.00	0.53	0.25	3.00	64.29	52.86	81.43	0.28	0.27	3.00	56.19	41.43	70.48
Guam	GUM	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.64	0.43	1.00	67.48	43.20	95.63	0.75	0.45	1.00	68.45	46.60	99.51	0.70	0.43	1.00	68.12	45.89	99.03	0.43	0.38	1.00	59.90	37.68	85.51	0.44	0.38	1.00	59.62	37.98	86.54	0.40	0.37	1.00	59.72	37.44	85.31	0.40	0.39	1.00	59.72	36.02	86.26	0.79	0.34	2.00	70.62	54.98	97.16	0.78	0.30	2.00	72.04	56.40	93.36	0.80	0.32	2.00	71.09	56.87	94.79	0.75	0.26	2.00	70.95	58.10	92.86	0.81	0.27	2.00	72.38	58.10	94.76	0.68	0.28	2.00	69.05	53.81	90.95	0.70	0.29	2.00	70.48	54.29	90.48	0.63	0.28	2.00	66.67	53.33	88.10	0.79	0.31	2.00	73.33	55.71	94.29
Guyana	GUY	-0.27	0.42	3.00	37.77	19.15	60.11	0.12	0.38	3.00	51.60	29.79	72.87	-0.49	0.40	3.00	30.69	14.29	52.91	-0.56	0.39	3.00	27.51	15.34	48.15	-0.44	0.33	3.00	30.65	20.10	47.24	-0.56	0.32	4.00	27.18	16.02	43.69	-0.46	0.30	5.00	33.01	19.42	47.57	-0.73	0.27	6.00	25.12	13.53	35.27	-0.56	0.26	6.00	26.57	17.39	38.65	-0.63	0.26	6.00	25.00	15.38	37.98	-0.63	0.27	6.00	24.64	14.69	38.39	-0.46	0.26	6.00	30.33	19.43	44.55	-0.43	0.25	6.00	32.23	19.91	46.45	-0.50	0.24	6.00	30.33	19.43	40.28	-0.46	0.24	6.00	30.33	19.43	43.13	-0.14	0.20	6.00	40.95	29.05	53.81	-0.14	0.21	7.00	41.43	28.10	54.29	-0.03	0.22	6.00	45.71	31.43	57.62	-0.04	0.22	6.00	45.24	30.48	58.57	-0.18	0.22	6.00	40.00	27.14	53.81	-0.24	0.24	6.00	38.57	22.86	53.81
Hong Kong SAR. China	HKG	0.58	0.43	3.00	67.02	43.62	90.43	0.70	0.40	3.00	70.21	46.81	94.15	0.93	0.35	4.00	79.89	61.38	95.77	0.91	0.31	5.00	78.31	60.85	94.71	0.95	0.31	5.00	79.90	59.80	97.49	1.15	0.30	6.00	89.81	67.96	100.00	1.34	0.29	6.00	95.63	74.27	100.00	1.19	0.26	7.00	91.30	69.57	100.00	1.10	0.25	7.00	90.34	70.05	100.00	1.13	0.25	7.00	90.87	69.71	100.00	0.97	0.26	6.00	83.89	63.98	97.16	0.94	0.27	6.00	80.57	62.56	95.26	0.95	0.28	7.00	77.25	62.09	98.10	1.01	0.25	7.00	83.41	64.93	98.10	0.92	0.26	7.00	75.83	63.98	95.26	1.15	0.22	7.00	90.95	73.33	99.52	1.05	0.22	7.00	88.10	67.14	97.62	0.75	0.24	6.00	72.38	58.10	90.95	0.83	0.25	7.00	75.24	61.90	92.86	0.79	0.24	7.00	71.90	59.05	90.95	-0.27	0.24	7.00	36.67	22.38	53.33
Honduras	HND	-0.47	0.37	4.00	30.32	14.89	52.13	0.03	0.35	4.00	45.74	28.72	67.02	-0.08	0.34	4.00	41.27	25.93	65.61	-0.26	0.30	5.00	38.10	23.81	51.85	-0.38	0.29	5.00	33.67	21.61	47.24	-0.39	0.29	6.00	31.07	19.42	48.06	-0.63	0.28	6.00	27.18	16.99	40.29	-0.67	0.27	6.00	26.09	15.94	40.10	-0.44	0.26	6.00	29.95	18.36	43.00	-0.53	0.26	6.00	28.37	15.87	40.38	-0.31	0.25	7.00	33.18	21.80	47.87	-0.50	0.24	7.00	28.44	19.43	41.71	-0.39	0.24	7.00	34.12	20.38	47.87	-0.35	0.23	7.00	36.49	21.80	45.50	-0.44	0.23	7.00	31.75	19.91	43.60	-0.53	0.20	8.00	28.10	17.14	36.67	-0.47	0.20	8.00	29.05	20.95	41.43	-0.43	0.21	8.00	30.48	20.00	43.33	-0.56	0.22	8.00	26.67	15.71	38.57	-0.52	0.21	8.00	29.05	16.67	40.48	-0.53	0.23	7.00	27.14	15.24	41.90
Croatia	HRV	-0.04	0.41	3.00	47.34	22.87	68.09	0.07	0.35	4.00	47.87	29.79	67.55	0.28	0.34	4.00	58.20	35.45	76.19	0.63	0.30	5.00	68.78	49.21	86.77	0.56	0.29	5.00	64.32	46.23	83.42	0.69	0.29	6.00	69.90	52.91	90.29	0.43	0.28	6.00	59.22	44.66	75.24	0.56	0.27	7.00	63.77	49.28	80.68	0.60	0.26	7.00	67.15	48.79	83.57	0.57	0.26	7.00	66.35	49.04	81.25	0.61	0.26	7.00	68.25	51.18	85.31	0.61	0.26	7.00	66.82	51.66	85.31	0.62	0.25	8.00	68.25	54.50	81.99	0.61	0.22	9.00	65.40	54.50	79.15	0.64	0.23	9.00	66.35	56.87	81.99	0.62	0.19	9.00	67.14	58.10	78.10	0.59	0.20	9.00	65.24	56.67	77.62	0.66	0.20	9.00	68.10	57.62	85.24	0.69	0.21	9.00	70.00	60.00	86.19	0.81	0.21	9.00	72.38	61.90	90.48	0.76	0.23	8.00	71.90	59.05	90.95
Haiti	HTI	-0.76	0.42	3.00	22.87	9.04	45.74	-0.94	0.38	3.00	18.09	7.98	34.04	-0.63	0.40	3.00	26.46	12.17	45.50	-1.26	0.37	4.00	14.29	3.17	26.46	-1.32	0.32	4.00	11.06	4.52	23.12	-1.99	0.32	4.00	3.88	0.97	7.77	-1.81	0.31	4.00	4.85	0.49	11.17	-1.39	0.28	5.00	10.63	4.83	17.87	-1.32	0.27	5.00	10.63	7.25	18.36	-1.39	0.27	5.00	10.58	6.73	16.35	-0.96	0.25	6.00	18.01	9.95	27.01	-0.94	0.25	6.00	18.01	9.95	26.54	-0.99	0.24	7.00	17.54	9.48	28.44	-0.79	0.23	7.00	21.33	13.74	33.65	-0.63	0.23	7.00	25.12	17.54	37.44	-0.64	0.20	7.00	24.29	13.81	34.76	-0.67	0.21	7.00	22.38	13.81	33.81	-0.74	0.22	6.00	20.95	11.90	31.43	-0.67	0.22	7.00	22.86	13.33	33.33	-0.63	0.22	7.00	23.33	13.33	37.14	-0.78	0.24	6.00	19.52	11.90	30.95
Hungary	HUN	1.01	0.37	4.00	79.26	60.11	100.00	1.22	0.35	4.00	91.49	68.09	100.00	0.92	0.31	5.00	78.31	62.43	95.24	1.26	0.29	6.00	91.01	71.43	99.47	1.13	0.28	6.00	86.43	68.34	99.50	0.83	0.28	7.00	75.24	58.74	94.66	1.00	0.27	7.00	80.10	64.08	99.51	0.99	0.25	8.00	80.68	63.77	98.55	0.75	0.24	8.00	71.98	55.07	91.30	0.75	0.24	8.00	71.15	55.29	90.87	0.54	0.24	8.00	63.98	48.82	80.57	0.69	0.24	8.00	69.19	54.03	87.20	0.74	0.24	8.00	70.14	58.29	90.05	0.68	0.22	9.00	68.72	57.35	85.31	0.80	0.23	9.00	70.62	61.14	91.47	0.67	0.19	9.00	68.57	58.57	81.43	0.75	0.20	9.00	70.00	59.52	89.05	0.65	0.20	9.00	67.14	57.62	82.86	0.81	0.21	9.00	74.76	62.38	89.52	0.75	0.21	9.00	71.43	59.05	88.10	0.73	0.23	8.00	71.43	59.05	89.52
Indonesia	IDN	-1.13	0.37	4.00	13.83	5.85	28.19	-1.73	0.35	4.00	7.45	1.06	13.30	-2.00	0.31	5.00	2.65	0.00	8.99	-1.58	0.29	6.00	8.99	1.06	17.46	-2.09	0.28	6.00	3.02	0.00	6.03	-1.91	0.28	7.00	4.37	1.46	8.25	-1.52	0.27	7.00	7.28	3.40	16.99	-1.42	0.25	8.00	10.14	5.80	17.39	-1.20	0.24	8.00	13.04	8.70	20.29	-1.06	0.24	8.00	15.87	9.62	24.04	-0.75	0.24	8.00	21.33	14.69	31.75	-0.85	0.24	8.00	20.38	12.32	29.86	-0.77	0.24	9.00	20.85	13.74	34.12	-0.59	0.22	9.00	25.59	18.01	37.91	-0.52	0.23	9.00	28.44	19.43	40.76	-0.42	0.19	9.00	30.00	20.95	41.90	-0.62	0.20	9.00	24.76	17.14	35.24	-0.37	0.20	9.00	32.38	21.43	45.24	-0.50	0.21	9.00	29.52	17.14	39.52	-0.54	0.21	9.00	27.62	16.19	39.52	-0.48	0.23	8.00	28.10	16.67	43.33
India	IND	-0.97	0.37	4.00	19.15	6.91	34.04	-1.20	0.35	4.00	12.77	6.38	25.53	-1.00	0.31	5.00	17.46	8.99	30.69	-1.21	0.29	6.00	15.87	4.76	23.81	-1.51	0.28	6.00	9.05	4.02	19.10	-1.28	0.28	7.00	13.11	4.85	21.36	-1.01	0.27	7.00	17.48	7.28	28.16	-1.06	0.25	8.00	16.91	8.70	26.09	-1.15	0.24	8.00	13.53	8.70	21.26	-1.11	0.24	8.00	13.94	9.62	22.60	-1.35	0.24	8.00	10.43	5.21	17.54	-1.28	0.24	8.00	11.37	4.74	19.43	-1.33	0.24	9.00	10.90	5.21	19.43	-1.29	0.22	9.00	10.90	6.16	18.48	-1.23	0.23	9.00	12.32	7.58	19.43	-1.00	0.19	9.00	13.81	8.57	23.33	-0.95	0.20	9.00	17.14	9.05	23.81	-0.95	0.20	9.00	14.76	10.48	24.76	-0.76	0.21	9.00	18.10	11.90	30.48	-0.98	0.21	9.00	14.29	9.52	22.86	-0.70	0.23	8.00	21.43	12.38	34.76
Ireland	IRL	1.34	0.37	4.00	95.21	71.28	100.00	1.51	0.35	4.00	99.47	78.72	100.00	1.59	0.31	5.00	97.88	81.48	100.00	1.51	0.29	6.00	96.30	82.54	100.00	1.35	0.28	6.00	96.98	75.88	100.00	1.17	0.28	7.00	91.75	71.84	100.00	1.30	0.27	7.00	94.17	74.27	100.00	1.19	0.25	8.00	91.79	71.50	100.00	1.21	0.24	8.00	93.24	76.81	100.00	1.19	0.24	8.00	93.27	72.60	100.00	1.06	0.24	8.00	86.26	69.19	98.58	1.02	0.24	8.00	84.83	66.82	95.73	0.95	0.24	8.00	77.73	63.51	97.16	0.94	0.22	8.00	77.73	63.51	94.79	0.90	0.23	8.00	75.36	64.45	92.42	1.05	0.20	8.00	87.14	69.52	97.14	0.91	0.20	8.00	77.62	63.33	93.33	0.85	0.21	8.00	74.29	62.38	91.90	1.00	0.22	8.00	85.24	67.62	96.19	1.03	0.22	8.00	86.19	68.10	96.19	0.97	0.23	7.00	82.38	66.67	94.76
Iran. Islamic Rep.	IRN	-0.32	0.37	4.00	36.17	20.21	57.45	-0.69	0.35	4.00	23.40	11.70	39.36	-0.73	0.34	4.00	24.34	12.17	40.21	-0.77	0.32	4.00	23.28	13.76	37.57	-0.78	0.30	4.00	24.12	13.07	36.68	-0.76	0.29	5.00	22.33	13.11	35.92	-0.78	0.29	5.00	24.27	12.14	36.41	-1.04	0.26	6.00	17.39	8.70	26.57	-0.93	0.25	6.00	17.87	10.14	27.05	-0.94	0.25	6.00	16.35	10.58	28.37	-1.56	0.25	6.00	8.06	4.27	14.69	-1.63	0.24	7.00	6.16	3.32	12.32	-1.42	0.24	8.00	7.58	4.27	16.11	-1.32	0.22	8.00	9.95	5.69	18.01	-1.25	0.23	8.00	11.37	7.58	19.43	-0.87	0.20	8.00	17.14	9.05	26.67	-0.93	0.20	8.00	17.62	9.05	25.71	-0.81	0.21	8.00	17.62	10.95	27.62	-0.93	0.22	8.00	14.76	9.05	25.71	-1.34	0.21	8.00	9.52	6.67	13.81	-1.70	0.23	7.00	6.19	4.29	10.48
Iraq	IRQ	-1.82	0.37	4.00	4.79	1.60	11.70	-1.53	0.35	4.00	9.04	3.72	17.02	-1.74	0.34	4.00	5.82	0.53	13.23	-1.61	0.32	4.00	7.94	1.06	17.46	-2.39	0.30	4.00	0.50	0.00	4.02	-3.18	0.32	4.00	0.00	0.00	0.49	-2.69	0.29	5.00	0.49	0.00	0.97	-2.83	0.28	5.00	0.00	0.00	0.48	-2.77	0.27	5.00	0.48	0.00	2.42	-2.47	0.27	5.00	1.92	0.00	2.40	-2.18	0.28	4.00	2.37	1.42	6.16	-2.24	0.27	5.00	2.37	0.00	4.27	-1.85	0.26	5.00	4.27	1.90	7.58	-1.93	0.23	6.00	4.74	1.90	7.11	-2.01	0.24	6.00	4.27	1.42	7.58	-2.48	0.21	6.00	2.38	0.00	4.76	-2.26	0.21	6.00	2.86	0.48	6.19	-2.31	0.22	6.00	3.33	0.95	5.71	-2.31	0.22	6.00	3.33	0.48	5.71	-2.52	0.22	6.00	1.43	0.00	3.81	-2.56	0.24	6.00	1.90	0.00	3.81
Iceland	ISL	1.32	0.42	3.00	94.15	68.09	100.00	1.38	0.38	3.00	95.21	72.87	100.00	1.58	0.35	4.00	96.83	80.42	100.00	1.62	0.34	5.00	98.94	83.07	100.00	1.52	0.31	5.00	98.99	82.41	100.00	1.46	0.30	6.00	98.54	79.13	100.00	1.44	0.29	6.00	99.51	78.64	100.00	1.45	0.27	7.00	99.52	81.64	100.00	1.48	0.26	7.00	99.52	85.51	100.00	1.22	0.26	7.00	94.23	72.60	100.00	1.19	0.27	6.00	91.47	72.04	100.00	1.02	0.26	7.00	85.31	66.35	97.16	1.24	0.25	7.00	92.89	71.09	99.53	1.25	0.22	8.00	92.89	73.46	99.53	1.29	0.23	8.00	94.31	75.36	99.53	1.25	0.20	8.00	94.29	78.10	99.52	1.31	0.20	8.00	95.71	81.90	99.52	1.36	0.21	8.00	96.19	86.67	99.52	1.35	0.22	8.00	96.19	82.86	99.52	1.41	0.22	8.00	96.67	88.10	99.52	1.66	0.23	7.00	99.52	93.81	100.00
Israel	ISR	-1.15	0.37	4.00	12.77	5.85	27.13	-1.12	0.35	4.00	14.36	7.45	27.66	-1.04	0.31	5.00	16.93	8.47	29.63	-1.46	0.29	6.00	11.11	2.65	19.05	-1.52	0.28	6.00	8.54	3.52	19.10	-1.32	0.28	7.00	11.17	4.37	19.42	-1.25	0.27	7.00	13.11	5.34	22.82	-1.26	0.25	8.00	13.04	7.73	20.29	-1.25	0.24	8.00	11.59	7.73	18.84	-1.32	0.24	8.00	11.06	8.65	16.35	-1.63	0.24	8.00	7.11	3.32	12.80	-1.34	0.24	8.00	10.43	4.27	17.06	-1.20	0.24	8.00	13.27	5.21	20.38	-1.08	0.22	8.00	16.11	7.11	23.22	-1.10	0.23	8.00	15.17	7.58	22.75	-1.04	0.20	8.00	12.86	8.10	21.43	-1.09	0.20	8.00	11.43	9.05	21.43	-0.79	0.21	8.00	19.05	11.43	28.10	-0.89	0.22	8.00	16.67	10.95	27.14	-0.90	0.22	8.00	15.24	11.43	27.14	-0.78	0.23	7.00	19.05	11.90	30.48
Italy	ITA	1.11	0.37	4.00	86.70	61.70	100.00	1.19	0.35	4.00	90.96	67.55	100.00	0.92	0.31	5.00	78.84	62.43	95.24	0.84	0.29	6.00	75.66	59.79	93.65	0.43	0.28	6.00	59.80	41.21	77.39	0.27	0.28	7.00	54.85	38.35	71.84	0.49	0.27	7.00	63.11	47.57	77.18	0.53	0.25	8.00	62.32	49.28	78.74	0.45	0.24	8.00	60.39	43.96	77.29	0.55	0.24	8.00	65.38	49.04	79.33	0.35	0.24	8.00	54.50	41.71	72.04	0.47	0.24	8.00	62.56	49.76	76.78	0.50	0.24	9.00	62.56	49.29	72.99	0.51	0.22	9.00	63.03	50.71	73.46	0.50	0.23	9.00	63.98	51.66	73.46	0.46	0.19	9.00	60.48	50.48	71.90	0.38	0.20	9.00	58.57	49.05	68.57	0.37	0.20	9.00	59.05	47.62	70.48	0.31	0.21	9.00	57.14	45.24	69.05	0.35	0.21	9.00	58.10	46.19	68.57	0.46	0.23	8.00	60.95	50.00	74.76
Jamaica	JAM	0.11	0.37	4.00	50.53	28.72	71.28	0.09	0.35	4.00	48.94	30.32	68.09	0.19	0.34	4.00	54.50	32.80	72.49	-0.21	0.30	5.00	40.21	25.40	53.44	-0.38	0.29	5.00	33.17	21.61	46.73	-0.35	0.29	6.00	33.01	21.36	49.03	-0.30	0.28	6.00	36.89	24.76	51.46	-0.32	0.27	6.00	34.30	23.19	49.28	-0.25	0.26	6.00	36.23	23.67	48.79	-0.31	0.26	6.00	34.13	20.19	49.04	-0.36	0.27	6.00	31.75	19.91	47.39	-0.43	0.26	6.00	30.81	19.91	45.02	-0.06	0.25	7.00	44.55	30.81	58.29	0.12	0.22	8.00	50.24	37.91	62.09	0.18	0.23	8.00	54.50	38.86	64.45	0.02	0.20	8.00	46.67	35.24	58.10	0.10	0.20	8.00	50.95	37.14	59.52	0.31	0.21	8.00	57.14	45.24	66.67	0.31	0.22	8.00	57.62	44.76	69.52	0.44	0.21	8.00	61.43	50.48	71.90	0.41	0.23	7.00	59.52	48.57	73.33
Jordan	JOR	-0.04	0.37	4.00	46.81	23.40	65.96	0.08	0.35	4.00	48.40	29.79	68.09	0.00	0.34	4.00	43.92	29.10	69.84	-0.46	0.30	5.00	30.16	20.11	47.09	-0.07	0.28	6.00	40.70	29.15	59.30	-0.23	0.28	7.00	36.89	23.30	53.40	-0.13	0.27	7.00	41.75	28.16	55.34	-0.76	0.25	8.00	23.67	13.53	32.37	-0.30	0.24	8.00	34.78	23.67	46.38	-0.37	0.24	8.00	30.77	19.71	44.71	-0.35	0.24	8.00	32.23	21.33	45.97	-0.31	0.24	8.00	34.60	24.17	49.76	-0.51	0.24	9.00	30.33	19.43	41.23	-0.52	0.22	9.00	29.38	19.43	39.81	-0.61	0.23	9.00	26.07	17.54	37.91	-0.54	0.19	9.00	27.62	17.14	36.67	-0.61	0.20	9.00	25.71	17.14	35.71	-0.49	0.20	9.00	27.14	17.14	39.52	-0.50	0.21	9.00	29.05	17.14	39.52	-0.41	0.21	9.00	30.95	19.52	44.29	-0.36	0.23	8.00	33.33	20.00	48.10
Japan	JPN	1.16	0.37	4.00	88.30	63.30	100.00	1.25	0.35	4.00	93.09	69.15	100.00	1.20	0.31	5.00	88.36	70.90	98.94	1.18	0.29	6.00	88.89	70.37	99.47	1.03	0.28	6.00	82.91	64.32	98.49	1.03	0.28	7.00	82.52	63.59	98.54	1.04	0.27	7.00	82.52	65.05	99.51	1.14	0.25	8.00	90.82	68.12	100.00	1.01	0.24	8.00	82.61	67.63	98.55	0.89	0.24	8.00	77.40	61.06	95.67	0.98	0.24	8.00	84.83	65.40	94.79	0.88	0.24	8.00	77.73	62.56	92.42	1.00	0.24	9.00	81.99	65.40	97.63	0.95	0.22	9.00	78.20	64.45	94.79	1.02	0.23	9.00	82.94	66.82	97.16	0.97	0.19	9.00	80.00	67.62	96.19	1.07	0.20	9.00	89.05	69.52	96.67	0.98	0.20	9.00	82.38	66.67	95.71	1.11	0.21	9.00	88.57	71.90	97.62	1.06	0.21	9.00	88.10	69.52	96.19	1.04	0.23	8.00	85.71	68.57	96.19
Kazakhstan	KAZ	-0.37	0.41	3.00	33.51	16.49	57.45	0.19	0.35	4.00	52.66	32.98	72.87	0.09	0.34	4.00	49.21	30.69	70.37	0.36	0.32	4.00	59.79	41.80	76.72	0.36	0.30	4.00	58.79	39.20	72.36	0.07	0.29	5.00	48.06	30.10	63.11	0.19	0.28	6.00	52.91	37.38	66.02	0.21	0.25	7.00	52.17	40.10	64.73	0.65	0.24	7.00	69.08	51.69	85.02	0.62	0.24	8.00	68.27	52.88	83.65	0.78	0.24	8.00	72.51	57.35	90.05	0.52	0.24	8.00	63.98	50.71	79.62	-0.34	0.24	8.00	36.02	23.22	48.82	-0.41	0.22	9.00	34.12	21.80	42.18	-0.40	0.23	9.00	34.60	20.85	45.50	0.04	0.19	9.00	47.62	36.19	58.57	-0.04	0.20	9.00	43.81	33.33	57.62	0.01	0.20	9.00	47.62	32.86	57.62	0.04	0.21	9.00	48.10	33.33	60.48	-0.03	0.21	9.00	45.24	32.86	57.62	-0.08	0.23	8.00	45.71	28.57	56.67
Kenya	KEN	-0.65	0.37	4.00	23.94	9.57	46.81	-0.90	0.35	4.00	18.62	10.64	33.51	-1.07	0.34	4.00	16.40	7.94	30.16	-1.19	0.32	4.00	17.46	4.76	26.46	-1.26	0.29	5.00	13.57	5.53	23.62	-1.09	0.29	6.00	16.02	5.83	25.24	-1.25	0.28	6.00	12.62	5.34	23.79	-1.13	0.25	7.00	15.94	8.21	25.12	-1.30	0.24	7.00	11.11	7.73	18.36	-1.39	0.25	7.00	10.10	7.69	15.87	-1.43	0.25	7.00	9.48	5.21	16.11	-1.17	0.24	7.00	12.80	8.06	22.27	-1.24	0.24	8.00	12.80	5.21	19.91	-1.32	0.22	8.00	10.43	5.69	18.01	-1.17	0.23	8.00	13.74	7.58	20.38	-1.28	0.20	8.00	9.05	7.62	13.81	-1.24	0.20	8.00	9.52	7.62	17.62	-1.35	0.21	8.00	10.00	7.14	13.81	-1.13	0.22	8.00	11.90	8.57	17.14	-1.17	0.21	8.00	11.90	7.62	18.10	-1.12	0.23	7.00	12.38	8.57	20.00
Kyrgyz Republic	KGZ	-0.17	0.48	2.00	41.49	19.68	67.55	-0.17	0.44	2.00	37.23	18.62	65.43	-0.18	0.46	2.00	39.68	19.05	69.84	-0.61	0.44	2.00	26.98	12.70	48.15	-1.10	0.35	2.00	18.09	5.53	29.15	-1.18	0.33	3.00	15.05	4.85	24.76	-1.18	0.32	4.00	14.56	5.34	26.21	-1.39	0.28	5.00	11.59	5.31	18.84	-0.99	0.28	5.00	17.39	9.18	27.05	-0.57	0.28	5.00	26.44	15.87	39.90	-0.62	0.28	5.00	25.12	14.69	39.34	-1.04	0.27	5.00	15.17	9.00	25.59	-1.10	0.26	6.00	15.17	5.69	26.07	-0.91	0.24	6.00	18.96	10.43	29.86	-0.91	0.25	6.00	18.48	9.48	28.44	-0.80	0.21	6.00	19.52	10.00	29.05	-0.88	0.22	6.00	18.57	9.52	26.19	-0.65	0.22	6.00	23.33	13.81	35.24	-0.43	0.23	6.00	30.00	17.14	43.33	-0.58	0.23	6.00	25.24	14.29	39.05	-0.41	0.25	5.00	30.00	18.10	46.67
Cambodia	KHM	-1.10	0.41	3.00	14.89	5.85	31.91	-1.26	0.38	3.00	11.70	4.26	25.00	-0.78	0.38	3.00	21.69	10.05	40.21	-0.73	0.34	3.00	24.87	13.76	40.21	-0.65	0.32	3.00	27.14	14.57	39.20	-0.41	0.31	4.00	30.58	18.93	48.54	-0.40	0.29	5.00	34.95	21.36	48.54	-0.35	0.26	6.00	33.82	22.71	48.31	-0.36	0.25	6.00	31.88	20.29	43.96	-0.30	0.26	6.00	34.62	21.15	49.04	-0.56	0.26	6.00	27.01	16.59	40.76	-0.50	0.25	6.00	27.49	18.48	42.65	-0.30	0.25	7.00	36.49	23.70	49.29	-0.10	0.23	7.00	41.23	31.75	56.40	-0.14	0.24	7.00	41.71	27.49	56.87	0.02	0.20	7.00	46.19	35.24	58.57	0.06	0.21	7.00	49.52	35.71	59.05	0.21	0.22	7.00	53.81	39.52	65.24	0.09	0.22	7.00	50.48	34.76	62.38	0.11	0.22	7.00	52.38	37.62	62.38	-0.08	0.24	6.00	46.19	28.10	58.57
