Grenada	GRD	0.55	0.39	1.00	68.48	51.63	83.70	0.44	0.38	2.00	67.36	43.01	81.35	0.46	0.35	2.00	67.69	48.72	81.54	0.44	0.32	2.00	66.33	51.02	78.57	0.45	0.25	2.00	67.35	55.10	75.51	0.21	0.26	3.00	61.58	46.80	69.46	0.35	0.20	3.00	61.76	54.41	70.59	0.51	0.27	3.00	65.20	54.90	77.45	0.43	0.29	3.00	65.05	52.43	78.16	0.30	0.27	3.00	60.68	51.46	73.79	0.30	0.27	3.00	61.24	48.33	73.68	0.36	0.27	3.00	62.68	50.72	75.60	0.29	0.27	3.00	58.77	47.87	75.83	0.29	0.29	3.00	59.24	46.45	74.88	0.28	0.30	3.00	60.19	45.97	74.41	0.19	0.33	2.00	58.65	39.42	74.04	0.09	0.26	4.00	55.29	42.31	69.23	0.08	0.26	4.00	56.25	40.38	69.71	-0.05	0.25	4.00	53.85	33.17	65.87	-0.29	0.26	4.00	41.35	24.04	60.58	-0.31	0.26	4.00	40.38	22.12	59.62
Greenland	GRL	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.35	0.48	1.00	88.04	67.46	100.00	1.36	0.49	1.00	88.04	69.38	100.00	1.33	0.49	1.00	88.15	69.19	100.00	1.38	0.43	1.00	90.05	72.99	100.00	1.40	0.41	1.00	90.05	73.46	100.00	1.38	0.45	1.00	89.90	72.60	99.52	1.35	0.45	1.00	89.90	72.12	99.04	1.33	0.48	1.00	87.98	70.19	99.04	1.32	0.47	1.00	88.46	71.15	99.04	1.37	0.49	1.00	89.42	71.63	99.52	1.36	0.47	1.00	89.42	71.63	99.52
Guatemala	GTM	-0.31	0.29	5.00	39.67	22.83	61.41	0.07	0.30	5.00	55.96	31.61	69.43	-0.13	0.25	6.00	45.64	28.72	63.59	-0.16	0.21	7.00	48.47	34.18	59.18	-0.35	0.18	7.00	42.86	25.00	53.06	-0.20	0.18	8.00	48.28	33.00	57.64	-0.45	0.16	8.00	37.75	24.51	48.04	-0.25	0.19	9.00	46.08	30.39	54.90	-0.23	0.19	9.00	48.06	30.58	55.83	-0.18	0.19	9.00	50.49	35.44	55.34	-0.15	0.18	9.00	48.33	36.36	55.50	-0.15	0.17	9.00	48.33	35.89	54.55	-0.13	0.17	10.00	49.29	36.49	55.45	-0.17	0.18	10.00	46.92	35.07	55.92	-0.20	0.18	10.00	45.97	33.18	55.92	-0.19	0.19	10.00	47.12	32.69	54.81	-0.22	0.18	10.00	47.12	32.69	54.33	-0.20	0.19	10.00	47.12	31.73	57.21	-0.26	0.18	10.00	41.83	30.77	57.21	-0.19	0.18	10.00	46.63	33.65	59.13	-0.22	0.18	10.00	44.23	33.17	57.69
French Guiana	GUF	1.03	0.39	1.00	80.98	64.67	96.20	1.06	0.45	1.00	82.90	64.77	96.89	1.03	0.43	1.00	82.56	64.10	94.36	0.98	0.37	1.00	79.59	64.80	93.37	0.96	0.28	1.00	77.55	67.35	88.78	0.53	0.32	1.00	67.49	54.68	78.82	0.87	0.21	1.00	75.00	65.20	83.82	0.86	0.31	1.00	75.49	61.27	91.18	0.88	0.37	1.00	77.18	59.71	91.26	0.89	0.38	1.00	78.64	59.71	92.72	1.20	0.33	2.00	85.17	72.25	97.13	1.24	0.35	2.00	85.17	74.16	98.09	1.21	0.36	2.00	85.78	71.56	96.68	1.27	0.34	2.00	87.20	74.41	98.10	1.29	0.33	2.00	87.20	73.46	98.10	1.46	0.35	2.00	90.87	76.44	99.04	1.45	0.34	2.00	91.83	76.92	99.04	1.43	0.36	2.00	90.87	75.96	98.56	1.28	0.35	2.00	87.50	75.00	96.63	1.31	0.37	2.00	87.50	74.52	98.08	1.31	0.36	2.00	87.98	74.04	99.04
Guam	GUM	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.72	0.32	1.00	73.40	60.59	86.21	0.62	0.21	1.00	68.14	60.29	77.45	0.61	0.31	1.00	69.61	55.88	83.82	0.63	0.37	1.00	70.39	53.88	86.41	0.64	0.38	1.00	70.87	53.88	86.89	0.65	0.41	1.00	72.25	52.63	87.56	0.64	0.46	1.00	73.68	48.80	89.95	0.64	0.46	1.00	72.99	49.29	91.00	0.60	0.50	1.00	72.04	45.02	91.00	0.61	0.50	1.00	71.09	45.50	90.05	0.18	0.51	1.00	57.69	28.37	80.77	0.17	0.46	1.00	58.65	29.81	78.85	0.14	0.49	1.00	58.65	26.92	78.85	0.11	0.47	1.00	58.17	27.40	78.37	0.08	0.49	1.00	57.69	24.04	78.37	0.08	0.49	1.00	58.65	23.08	75.96
Guyana	GUY	-0.17	0.35	3.00	48.91	23.37	64.67	0.01	0.34	4.00	54.92	25.91	68.91	-0.15	0.31	4.00	44.62	24.10	65.13	-0.37	0.27	4.00	41.33	20.41	57.65	-0.31	0.22	4.00	44.39	24.49	56.12	-0.37	0.22	5.00	40.39	21.67	54.68	-0.49	0.18	6.00	36.27	22.55	48.04	-0.61	0.21	7.00	28.92	17.16	45.59	-0.61	0.22	7.00	27.67	16.99	46.60	-0.57	0.21	7.00	31.55	17.48	47.09	-0.61	0.21	7.00	29.67	18.66	44.98	-0.58	0.21	7.00	31.10	19.14	44.02	-0.66	0.21	7.00	27.96	17.54	41.71	-0.62	0.22	7.00	29.38	18.01	43.60	-0.60	0.22	7.00	30.81	17.54	45.02	-0.53	0.22	7.00	32.21	19.23	48.08	-0.52	0.20	8.00	32.69	21.63	48.08	-0.42	0.21	7.00	36.54	23.56	52.88	-0.39	0.20	7.00	37.50	25.00	53.37	-0.54	0.20	7.00	31.73	15.87	45.67	-0.62	0.20	7.00	28.85	14.42	40.87
Hong Kong SAR. China	HKG	1.68	0.28	6.00	96.74	85.33	99.46	1.90	0.28	6.00	97.93	91.71	100.00	1.83	0.24	6.00	96.41	90.77	100.00	1.73	0.23	6.00	95.92	87.76	100.00	1.93	0.20	6.00	100.00	92.86	100.00	1.96	0.21	6.00	100.00	93.60	100.00	1.79	0.17	6.00	100.00	91.67	100.00	1.94	0.21	7.00	100.00	94.12	100.00	1.98	0.22	7.00	100.00	94.66	100.00	1.95	0.23	7.00	100.00	93.69	100.00	1.82	0.22	7.00	98.56	91.87	100.00	1.88	0.24	7.00	100.00	92.34	100.00	1.78	0.22	8.00	96.21	91.00	100.00	1.95	0.23	8.00	99.53	94.31	100.00	1.93	0.22	8.00	99.53	92.42	100.00	2.06	0.23	8.00	99.52	93.27	100.00	2.19	0.22	8.00	99.52	97.60	100.00	2.15	0.23	7.00	99.52	95.19	100.00	2.16	0.22	8.00	100.00	95.67	100.00	2.23	0.22	8.00	100.00	97.60	100.00	1.98	0.22	8.00	99.52	93.27	100.00
Honduras	HND	-0.69	0.29	5.00	24.46	11.41	46.20	-0.13	0.30	5.00	48.70	24.87	65.80	-0.32	0.25	6.00	37.95	22.05	56.92	-0.41	0.21	7.00	38.78	21.94	52.55	-0.49	0.18	7.00	33.67	20.92	47.96	-0.35	0.18	8.00	41.87	25.62	52.71	-0.63	0.16	8.00	27.45	20.10	43.63	-0.47	0.19	8.00	34.80	21.08	50.49	-0.29	0.20	8.00	44.17	27.67	54.37	-0.31	0.19	8.00	45.15	30.10	53.88	-0.30	0.18	9.00	43.54	29.67	52.63	-0.22	0.17	9.00	45.45	33.97	53.59	-0.13	0.17	9.00	48.82	36.49	55.45	-0.19	0.19	9.00	45.97	33.18	55.92	-0.19	0.19	9.00	46.92	33.18	56.40	-0.40	0.19	10.00	37.50	27.40	50.48	-0.40	0.18	10.00	38.94	27.88	49.52	-0.51	0.19	10.00	30.77	20.67	46.15	-0.44	0.18	10.00	35.10	24.52	49.04	-0.44	0.18	10.00	35.58	23.08	48.08	-0.49	0.18	9.00	34.13	19.71	46.63
Croatia	HRV	-0.17	0.31	4.00	49.46	24.46	64.13	-0.08	0.28	6.00	49.74	25.91	65.80	-0.03	0.25	7.00	53.33	32.31	65.13	0.32	0.20	9.00	63.78	53.57	70.41	0.51	0.17	9.00	67.86	60.20	73.98	0.54	0.17	10.00	67.98	62.56	74.88	0.51	0.16	10.00	65.20	59.80	71.08	0.42	0.17	11.00	64.22	56.37	71.57	0.49	0.18	11.00	66.02	57.77	73.79	0.51	0.18	10.00	66.02	57.77	74.76	0.56	0.17	10.00	67.94	59.33	75.12	0.57	0.17	10.00	69.86	59.33	75.60	0.54	0.16	11.00	70.14	57.82	75.83	0.46	0.17	12.00	66.82	56.40	74.41	0.46	0.17	12.00	66.82	56.87	73.46	0.40	0.17	12.00	65.87	54.81	73.08	0.36	0.17	12.00	65.38	54.81	72.60	0.36	0.17	11.00	65.87	55.29	72.60	0.42	0.18	10.00	68.75	59.13	75.48	0.54	0.18	10.00	71.15	62.50	77.40	0.59	0.18	10.00	72.12	64.42	75.96
Haiti	HTI	-0.91	0.35	3.00	19.02	5.98	37.50	-0.81	0.34	4.00	20.21	7.25	39.90	-0.90	0.31	4.00	16.41	8.21	34.36	-1.02	0.23	6.00	15.31	7.14	27.04	-1.03	0.19	6.00	15.82	8.16	23.98	-1.35	0.20	6.00	6.90	2.46	15.27	-1.21	0.17	6.00	11.27	4.90	19.61	-0.85	0.20	7.00	20.59	12.25	30.39	-0.83	0.20	7.00	21.36	12.14	32.04	-0.76	0.19	7.00	22.33	15.53	36.41	-0.93	0.18	8.00	20.10	8.13	27.27	-1.03	0.18	8.00	16.75	7.18	25.36	-1.05	0.17	9.00	14.22	7.11	23.70	-0.94	0.19	9.00	20.38	9.00	28.91	-0.93	0.19	9.00	19.43	9.00	30.33	-1.07	0.20	9.00	12.98	5.77	26.44	-1.17	0.19	9.00	11.06	4.81	21.15	-1.24	0.20	8.00	8.17	4.33	18.27	-1.32	0.19	9.00	8.17	3.37	13.94	-1.26	0.19	9.00	8.65	4.33	14.42	-1.26	0.19	9.00	8.65	4.33	14.90
Hungary	HUN	0.85	0.27	7.00	75.54	64.67	88.04	1.03	0.24	8.00	80.83	72.54	91.71	1.09	0.21	9.00	83.08	75.38	90.77	1.31	0.19	10.00	87.24	80.10	94.39	1.12	0.17	10.00	82.14	75.00	88.78	1.16	0.17	10.00	83.25	77.83	89.16	1.07	0.15	10.00	79.41	71.57	88.73	1.21	0.17	11.00	85.78	76.96	92.16	1.19	0.17	11.00	85.92	78.16	91.26	1.20	0.18	11.00	85.92	78.64	91.75	1.08	0.17	11.00	81.82	74.16	88.04	1.02	0.18	10.00	81.34	75.12	86.12	1.03	0.17	10.00	80.57	75.83	87.20	0.99	0.18	11.00	79.15	73.93	87.20	0.91	0.18	11.00	77.73	69.67	86.26	0.75	0.19	11.00	75.48	66.83	81.25	0.77	0.18	11.00	74.52	68.27	80.77	0.60	0.19	10.00	71.63	64.90	78.85	0.65	0.20	9.00	73.08	65.38	79.81	0.58	0.20	9.00	72.12	62.50	79.33	0.60	0.20	9.00	72.60	63.94	76.44
Indonesia	IDN	-0.05	0.28	6.00	52.72	28.80	64.67	-0.34	0.26	7.00	36.79	21.76	56.48	-0.21	0.22	8.00	42.05	28.21	58.97	-0.64	0.20	9.00	27.55	18.88	42.86	-0.80	0.17	9.00	20.92	14.29	31.63	-0.70	0.18	10.00	24.14	15.27	38.92	-0.63	0.16	10.00	27.94	20.10	43.63	-0.38	0.18	11.00	41.18	23.53	51.47	-0.34	0.18	11.00	41.26	26.21	51.94	-0.35	0.18	10.00	42.72	28.64	52.43	-0.36	0.17	10.00	39.23	27.27	51.20	-0.42	0.17	10.00	36.84	26.32	48.80	-0.35	0.16	11.00	39.34	28.91	50.71	-0.28	0.18	11.00	43.60	31.28	53.08	-0.20	0.17	11.00	46.45	34.12	55.92	-0.11	0.18	11.00	50.00	37.02	58.17	-0.22	0.17	11.00	46.63	34.62	54.33	-0.12	0.18	11.00	50.00	37.02	60.10	-0.11	0.17	11.00	51.92	37.50	61.06	-0.14	0.17	11.00	49.04	36.06	60.58	-0.09	0.17	11.00	51.44	36.54	62.02
India	IND	-0.55	0.28	6.00	26.09	15.76	51.63	-0.46	0.26	7.00	30.57	17.10	51.81	-0.16	0.22	7.00	44.10	29.23	60.00	-0.35	0.20	8.00	42.35	24.49	53.57	-0.35	0.17	8.00	42.35	26.02	52.55	-0.43	0.18	9.00	38.42	22.66	49.26	-0.29	0.16	9.00	45.10	31.86	52.94	-0.28	0.18	10.00	45.10	28.92	54.41	-0.30	0.18	10.00	42.23	27.67	53.40	-0.39	0.18	10.00	40.29	25.24	51.94	-0.33	0.17	10.00	41.63	29.19	52.15	-0.38	0.17	10.00	38.76	27.27	49.28	-0.34	0.16	11.00	40.76	28.91	51.18	-0.47	0.18	11.00	35.07	24.64	46.45	-0.47	0.17	11.00	35.07	24.17	46.92	-0.45	0.18	11.00	34.62	26.44	48.08	-0.39	0.17	11.00	39.90	28.37	49.52	-0.31	0.18	11.00	41.35	27.88	53.37	-0.25	0.17	11.00	42.31	30.77	56.73	-0.23	0.17	11.00	44.23	32.69	57.21	-0.16	0.17	11.00	48.56	35.10	60.58
Ireland	IRL	1.51	0.28	6.00	92.93	81.52	98.91	1.70	0.28	6.00	95.85	87.56	99.48	1.85	0.24	6.00	96.92	90.77	100.00	1.77	0.23	6.00	97.45	88.78	100.00	1.62	0.20	6.00	93.88	86.73	100.00	1.58	0.21	6.00	93.10	85.71	99.51	1.49	0.17	6.00	91.67	83.82	99.51	1.84	0.21	7.00	99.02	92.16	100.00	1.85	0.22	7.00	98.54	91.26	100.00	1.91	0.23	7.00	99.51	93.20	100.00	1.70	0.22	7.00	96.17	87.56	100.00	1.62	0.24	7.00	94.26	84.69	100.00	1.60	0.23	7.00	93.36	85.78	100.00	1.57	0.25	7.00	94.31	85.31	100.00	1.58	0.24	7.00	93.84	85.78	100.00	1.76	0.25	7.00	95.19	89.42	99.52	1.82	0.24	7.00	97.60	91.35	99.52	1.74	0.25	7.00	94.71	87.50	99.04	1.59	0.24	7.00	91.83	83.65	98.08	1.63	0.24	7.00	93.27	85.58	99.04	1.60	0.24	7.00	93.27	83.65	99.52
Iran. Islamic Rep.	IRN	-1.42	0.31	4.00	7.07	1.63	19.02	-1.64	0.34	4.00	6.22	1.04	12.95	-1.65	0.32	4.00	6.67	1.03	12.82	-1.29	0.22	6.00	8.16	4.08	18.88	-1.18	0.19	6.00	11.73	3.57	18.88	-1.26	0.19	7.00	9.36	4.93	16.75	-1.20	0.17	7.00	11.76	5.88	18.63	-1.46	0.19	8.00	5.88	2.45	12.25	-1.62	0.20	8.00	3.40	2.43	8.25	-1.63	0.19	8.00	2.91	2.43	6.80	-1.72	0.19	7.00	2.87	1.91	5.74	-1.71	0.20	7.00	2.87	1.91	6.22	-1.52	0.19	8.00	5.69	2.37	9.00	-1.43	0.21	8.00	7.11	2.37	12.32	-1.49	0.21	8.00	5.69	2.37	12.32	-1.46	0.22	8.00	4.81	2.88	11.54	-1.31	0.20	9.00	6.73	3.85	15.38	-1.23	0.21	9.00	9.13	4.33	18.27	-1.20	0.20	9.00	10.10	4.33	16.83	-1.38	0.20	9.00	6.73	3.37	12.02	-1.42	0.20	9.00	6.73	3.37	11.54
Iraq	IRQ	-2.15	0.31	4.00	1.09	0.00	4.89	-2.23	0.34	4.00	1.04	0.00	5.70	-2.20	0.32	4.00	0.51	0.00	5.64	-1.99	0.24	4.00	1.02	0.00	4.59	-1.41	0.20	4.00	6.63	2.55	14.29	-1.65	0.21	4.00	3.45	1.48	8.37	-1.53	0.18	4.00	4.41	1.96	10.29	-1.39	0.22	4.00	7.35	2.45	15.20	-1.32	0.24	4.00	7.28	2.43	18.45	-1.15	0.24	4.00	12.62	3.40	22.33	-1.01	0.22	5.00	16.75	5.74	26.79	-1.05	0.19	6.00	15.31	6.22	25.84	-1.09	0.19	6.00	12.80	6.16	23.70	-1.25	0.20	7.00	9.48	2.84	21.33	-1.24	0.20	7.00	9.48	3.79	21.80	-1.25	0.21	7.00	8.65	4.33	18.27	-1.24	0.20	7.00	7.21	4.33	17.79	-1.13	0.21	7.00	11.06	5.29	23.08	-1.20	0.20	7.00	9.62	4.33	16.83	-1.16	0.20	7.00	9.62	5.29	18.75	-1.18	0.20	7.00	9.62	4.81	17.79
Iceland	ISL	1.25	0.30	5.00	86.41	72.28	96.74	1.36	0.30	5.00	90.67	77.72	97.41	1.61	0.26	5.00	93.85	85.64	98.97	1.55	0.25	5.00	91.84	83.67	100.00	1.66	0.21	5.00	94.90	87.24	100.00	1.62	0.24	5.00	94.09	86.21	100.00	1.60	0.18	5.00	94.61	88.24	100.00	1.53	0.22	6.00	93.14	84.80	99.51	1.51	0.23	6.00	92.72	84.47	99.03	1.31	0.24	6.00	87.86	78.64	96.12	1.02	0.25	5.00	80.38	70.81	91.39	0.92	0.26	6.00	78.47	67.94	86.60	1.06	0.25	6.00	81.04	72.99	91.94	1.12	0.25	7.00	82.46	74.41	91.00	1.14	0.24	7.00	83.89	73.46	91.94	1.22	0.25	7.00	87.02	75.48	91.83	1.27	0.24	7.00	86.54	76.92	92.79	1.28	0.25	7.00	86.54	76.44	92.31	1.43	0.24	7.00	90.38	81.25	96.63	1.42	0.24	7.00	90.38	81.25	97.12	1.37	0.24	7.00	89.90	77.88	96.15
Israel	ISR	1.08	0.28	6.00	83.15	69.57	93.48	1.10	0.28	6.00	85.49	72.54	94.30	1.13	0.24	6.00	83.59	75.38	92.82	0.96	0.23	6.00	78.57	70.41	87.24	0.94	0.20	6.00	76.53	68.88	86.73	0.83	0.21	6.00	76.35	66.01	83.74	0.86	0.17	6.00	73.04	66.18	82.84	1.00	0.21	7.00	78.92	70.10	88.73	1.10	0.22	7.00	83.98	71.84	91.26	1.17	0.23	7.00	85.44	74.27	93.20	1.10	0.22	7.00	83.25	73.68	92.82	1.22	0.24	7.00	84.69	75.60	93.78	1.32	0.23	7.00	87.20	78.67	95.73	1.18	0.25	7.00	85.78	74.88	94.31	1.17	0.24	7.00	85.78	74.41	92.42	1.22	0.25	7.00	86.54	75.48	91.83	1.27	0.24	7.00	86.06	76.92	92.79	1.31	0.25	7.00	87.50	78.85	93.75	1.27	0.24	7.00	87.02	78.37	93.27	1.25	0.24	7.00	86.06	77.40	93.75	1.28	0.24	7.00	87.02	75.96	94.71
Italy	ITA	0.86	0.28	6.00	76.09	64.67	88.59	0.75	0.28	6.00	75.13	63.21	86.53	0.83	0.24	6.00	79.49	67.18	86.67	0.94	0.23	6.00	77.55	69.90	87.24	1.08	0.20	6.00	81.12	73.47	88.78	1.09	0.21	6.00	80.30	73.40	89.16	1.00	0.17	6.00	77.94	71.08	87.75	0.98	0.21	7.00	78.43	70.10	88.24	0.94	0.22	7.00	78.64	68.45	86.89	0.97	0.23	7.00	79.13	67.96	87.86	0.97	0.22	7.00	78.95	70.33	87.56	0.90	0.24	7.00	77.99	68.42	85.17	0.72	0.22	8.00	75.36	61.14	81.52	0.75	0.23	8.00	74.88	63.03	82.46	0.78	0.22	8.00	75.36	63.98	84.36	0.64	0.23	8.00	72.60	61.06	80.77	0.73	0.22	8.00	73.56	65.38	80.77	0.71	0.23	8.00	75.00	64.90	83.65	0.70	0.22	8.00	75.00	65.87	81.73	0.73	0.22	8.00	75.48	65.87	81.73	0.95	0.22	8.00	76.92	72.12	87.98
Jamaica	JAM	0.20	0.31	4.00	62.50	41.30	71.74	0.18	0.30	5.00	59.07	37.31	73.06	0.19	0.25	6.00	59.49	41.54	71.28	0.24	0.21	7.00	61.73	50.51	70.41	0.25	0.18	7.00	62.76	53.57	67.86	0.20	0.18	8.00	61.08	49.75	66.01	0.20	0.16	8.00	58.82	52.45	62.75	0.27	0.19	8.00	58.33	52.45	67.16	0.31	0.20	8.00	61.65	53.40	69.42	0.29	0.19	8.00	60.19	53.40	68.45	0.27	0.18	8.00	58.85	52.63	67.94	0.28	0.18	8.00	59.33	53.11	69.86	0.29	0.17	9.00	59.24	52.61	70.62	0.23	0.18	10.00	57.82	51.18	68.72	0.23	0.18	10.00	58.77	51.66	67.77	0.15	0.19	10.00	56.25	48.08	66.83	0.11	0.18	10.00	56.25	48.08	66.35	0.16	0.19	10.00	59.62	49.04	68.27	0.14	0.18	9.00	60.10	47.12	68.75	0.20	0.19	9.00	62.50	50.48	69.23	0.17	0.18	9.00	62.02	49.52	67.31
Jordan	JOR	0.02	0.29	5.00	55.43	30.43	65.76	0.42	0.28	6.00	66.32	51.81	79.27	0.26	0.25	6.00	63.08	44.62	72.82	0.04	0.21	7.00	57.65	43.37	65.82	0.21	0.17	8.00	59.18	52.55	67.35	0.29	0.18	9.00	64.53	54.68	68.47	0.10	0.16	9.00	56.37	49.51	61.76	0.33	0.18	10.00	61.27	54.41	70.10	0.31	0.18	10.00	61.17	53.40	68.45	0.32	0.18	10.00	61.65	53.88	68.45	0.27	0.17	10.00	59.33	52.63	66.99	0.23	0.17	10.00	57.42	51.20	67.94	0.30	0.17	10.00	59.72	52.61	70.62	0.19	0.16	12.00	56.87	50.71	66.82	0.14	0.16	12.00	56.87	47.87	63.98	0.08	0.17	12.00	54.81	46.63	64.42	0.08	0.16	12.00	54.81	48.08	64.42	0.05	0.17	12.00	54.33	45.67	64.90	0.10	0.19	10.00	57.69	45.67	66.35	0.03	0.17	11.00	56.73	42.79	63.94	0.03	0.17	11.00	57.21	42.31	64.42
Japan	JPN	0.77	0.28	6.00	72.83	64.13	85.33	0.59	0.28	6.00	70.98	56.99	80.83	0.84	0.24	6.00	80.00	67.18	86.67	0.53	0.23	6.00	68.88	58.67	76.53	1.10	0.20	6.00	81.63	73.98	88.78	1.14	0.21	6.00	82.27	73.89	91.13	1.26	0.17	6.00	86.76	77.45	92.65	1.26	0.21	7.00	87.25	76.96	94.61	1.13	0.22	7.00	84.95	72.82	91.75	1.13	0.23	7.00	83.50	73.79	92.23	1.10	0.22	7.00	82.78	73.68	92.34	1.02	0.24	7.00	81.82	71.29	89.95	1.08	0.22	8.00	81.99	75.36	91.00	1.14	0.23	8.00	84.36	74.88	91.00	1.12	0.22	8.00	82.94	73.93	91.00	1.14	0.23	8.00	84.13	75.48	91.83	1.22	0.22	8.00	85.10	76.92	91.83	1.43	0.23	8.00	90.38	82.69	95.67	1.37	0.22	8.00	89.90	80.77	94.23	1.34	0.22	8.00	88.94	81.25	94.23	1.33	0.22	8.00	88.46	77.40	94.71
Kazakhstan	KAZ	-0.33	0.32	3.00	38.59	21.20	61.96	-0.35	0.28	6.00	36.27	20.21	56.48	-0.59	0.23	8.00	26.15	13.85	41.03	-0.70	0.21	8.00	23.98	14.80	42.35	-0.42	0.18	8.00	39.80	24.49	50.00	-0.48	0.18	9.00	34.48	21.18	48.28	-0.30	0.16	10.00	44.61	30.39	52.94	-0.36	0.18	11.00	41.67	25.49	51.47	-0.38	0.18	11.00	38.83	24.76	51.46	-0.34	0.17	12.00	43.20	30.10	52.43	-0.32	0.17	11.00	42.58	29.67	52.15	-0.33	0.16	11.00	41.63	29.19	51.20	-0.24	0.16	11.00	43.13	34.60	52.61	-0.38	0.17	12.00	39.34	27.96	49.29	-0.37	0.17	12.00	37.91	27.96	48.82	-0.25	0.17	12.00	45.19	31.25	54.33	-0.03	0.17	12.00	53.37	42.79	61.54	-0.10	0.17	11.00	51.92	38.94	60.10	0.17	0.18	10.00	61.06	50.48	69.23	0.13	0.18	10.00	60.10	47.60	67.31	0.14	0.18	10.00	61.06	48.56	66.83
Kenya	KEN	-0.31	0.31	4.00	39.13	22.83	61.96	-0.31	0.27	6.00	37.82	22.28	56.99	-0.27	0.25	6.00	39.49	23.08	58.46	-0.15	0.21	7.00	48.98	34.18	59.69	-0.25	0.18	8.00	46.94	30.61	55.61	-0.28	0.17	9.00	45.81	29.06	54.68	-0.27	0.16	9.00	46.57	32.84	53.43	-0.19	0.17	10.00	48.53	34.31	54.90	-0.25	0.17	10.00	47.09	30.58	54.37	-0.22	0.17	10.00	47.57	34.95	54.85	-0.15	0.16	10.00	48.80	37.32	55.50	-0.08	0.16	10.00	50.24	40.67	56.46	-0.21	0.16	11.00	45.02	35.07	53.55	-0.30	0.17	11.00	42.18	30.81	53.08	-0.30	0.17	11.00	43.13	30.81	53.08	-0.32	0.17	11.00	42.31	29.81	52.40	-0.31	0.17	11.00	42.79	29.81	52.40	-0.30	0.17	11.00	41.83	28.85	53.37	-0.23	0.17	11.00	43.75	31.73	57.21	-0.22	0.16	11.00	44.71	33.65	57.21	-0.28	0.16	11.00	41.35	31.25	53.85
Kyrgyz Republic	KGZ	-0.30	0.36	2.00	41.85	21.20	62.50	-0.06	0.30	4.00	51.30	25.91	67.36	-0.08	0.28	6.00	50.77	28.72	65.13	-0.11	0.24	7.00	51.02	34.18	61.73	-0.37	0.19	7.00	41.33	24.49	52.55	-0.32	0.20	8.00	42.86	25.62	54.68	-1.01	0.17	9.00	16.67	9.80	24.51	-0.66	0.19	10.00	25.00	17.16	41.67	-0.41	0.19	10.00	37.38	22.33	51.46	-0.35	0.17	10.00	42.23	28.64	52.43	-0.33	0.17	10.00	41.15	29.67	51.67	-0.25	0.16	10.00	43.54	33.97	53.11	-0.21	0.15	11.00	45.97	35.07	53.55	-0.33	0.16	11.00	41.23	29.38	50.71	-0.31	0.17	11.00	42.18	30.81	52.61	-0.43	0.18	11.00	35.10	26.44	49.04	-0.50	0.18	11.00	34.62	25.00	47.12	-0.35	0.18	10.00	40.38	26.92	53.37	-0.35	0.19	9.00	38.46	27.40	53.85	-0.35	0.19	9.00	37.02	25.48	53.85	-0.35	0.19	9.00	38.46	26.92	53.37
Cambodia	KHM	-0.23	0.32	3.00	46.20	23.37	63.04	-0.24	0.31	4.00	40.41	22.28	62.18	-0.19	0.28	5.00	42.56	24.10	63.59	-0.31	0.24	6.00	43.37	23.47	58.16	-0.45	0.19	6.00	36.73	21.43	50.00	-0.51	0.20	7.00	32.51	19.70	48.28	-0.53	0.17	8.00	32.84	21.57	46.57	-0.61	0.19	9.00	28.43	18.14	44.61	-0.48	0.20	9.00	33.01	21.84	50.97	-0.45	0.18	9.00	36.89	22.82	51.46	-0.49	0.17	9.00	34.45	23.92	46.41	-0.48	0.17	9.00	35.89	23.92	45.93	-0.58	0.16	10.00	31.28	21.80	41.71	-0.34	0.17	10.00	39.81	28.91	51.66	-0.34	0.17	10.00	40.28	29.86	52.13	-0.42	0.19	10.00	35.58	26.44	49.52	-0.53	0.18	10.00	31.73	22.12	46.15	-0.47	0.19	10.00	34.13	23.08	48.56	-0.50	0.19	10.00	32.21	20.19	46.15	-0.50	0.19	10.00	33.65	19.23	46.63	-0.57	0.19	10.00	30.29	17.31	42.31
